id,name,brand,price,dept,description
435,Powerwasher,DEWALT,329,9,"Powerwasher is a powerful cleaning tool that makes it easy to clean surfaces quickly and effectively. It features an adjustable nozzle and a powerful motor that delivers up to 3,000 psi of pressure, allowing you to tackle tough dirt, grime, and stains. The ergonomic design ensures comfort during use and the powerful motor ensures your cleaning job is done quickly and efficiently."
436,Shop Broom,O-Cedar,9.99,7,"Shop Broom is a powerful and versatile broom designed specifically for cleaning up shop floors. Crafted from durable and heavy-duty materials, this broom is designed to tackle any mess, from small debris to large chunks of dirt, dust, and grime. Its long handle and wide head make it easy to maneuver in tight spaces, and its sturdy bristles provide an even sweep every time. Whether it’s a workshop, garage, or any other space that needs a good clean, Shop Broom is the perfect tool for the job."
437,Rake,Expert Gardener,9.94,7,"Rake is a gardening tool designed to make the tedious job of gardening easier. It is made of strong steel with a long handle and wide tines. It is perfect for raking up leaves, grass clippings, and other debris from the lawn. Its wide head and long handle provide leverage for easy and efficient raking and it is lightweight for comfortable use. Rake is a must-have for any gardener looking to make their work easier."
438,Lawn Bags,Lawn Bags,19.99,3,"Lawn Bags are an easy and convenient way to collect grass clippings, leaves and other yard waste. They are made of durable plastic and feature a drawstring closure to keep contents secure. They are lightweight, collapsible and easy to store when not in use. Lawn Bags are perfect for quick and efficient yard clean-up."
439,Lawn mower,Husqvarna,429.95,3,"This lawn mower is a powerful, efficient, and easy-to-use machine that will make mowing your lawn a breeze. Featuring an adjustable cutting height and a large cutting capacity, this lawn mower is designed to get the job done quickly and efficiently. It's lightweight design makes it easy to maneuver and the durable construction ensures it will last for years to come. With its powerful engine and user-friendly features, this lawn mower is the perfect tool to keep your lawn looking its best."
440,Lawn mower blades,Jonsered,19.99,3,"Lawn mower blades are designed to provide a clean, uniform cut to grass and other vegetation. They are available in a variety of sizes and materials, and are designed to be used with specific types of lawn mowers. Blades should be replaced or sharpened regularly to ensure a precise and even cut."
441,Circular Saw,DeWalt,129,9,"The Circular Saw is an essential power tool used for making quick and accurate cuts in wood, metal, and other materials. It features a sharp, circular blade that rotates at high speeds, allowing it to cut through a variety of materials with ease. It is an ideal tool for making straight, bevel, and miter cuts in construction and remodeling projects. It is lightweight and easy to use, and it is available in a variety of sizes to suit different projects."
442,Drill Press,DEWALT,399,9,"The Drill Press is a powerful and versatile tool for drilling holes in a variety of materials. It features a variable speed motor, a rotating head, and adjustable depth stops for precision drilling. It is designed to be used in workshops, garages, and other areas where precision drilling is needed. It is perfect for DIYers, professionals, and hobbyists alike."
443,Soccer Cleats,Nike,120,1,These soccer cleats have a lightweight design and are constructed with a combination of synthetic and mesh materials for durable comfort and reliable traction. The cleats also feature a footbed for cushioning and a studded rubber outsole for enhanced grip on a variety of surfaces. Perfect for serious soccer players who want a reliable and comfortable pair of cleats.
444,Baseball Cleats,Nike Baseball Cleats,50,1,"These baseball cleats are designed for superior comfort, traction and performance. They feature a lightweight and flexible upper material for maximum movement and breathability, along with a non-marking rubber outsole for superior grip and traction on the field. The cleats are also lightweight and provide cushioning for all day comfort."
445,Softball Cleats,Nike,120,1,"These softball cleats are designed with lightweight synthetic materials to provide maximum comfort, support, and durability during a game. They are constructed with a breathable mesh upper and a low-profile design for improved maneuverability on the field. The cleats feature a cushioned midsole and rubber sole to help absorb impact and provide traction on the diamond. They come in a variety of designs and color combinations to choose from, making them perfect for any softball player."
446,Basketball Shoes,Nike,110,1,"Basketball Shoes are designed to support your feet and ankles while playing the sport of basketball. They feature a combination of cushioning, stability, traction, and breathability to help players move quickly and confidently on the court. The shoes are also lightweight and provide excellent flexibility and durability, making them the perfect choice for any basketball player."
447,Football Cleats,Adidas,100,1,"Football cleats are designed to provide traction, stability, and support when playing football. The cleats are made with lightweight and durable materials and feature a variety of studs on the bottom for maximum grip on the field. The cleats come in a variety of sizes, colors, and styles to fit any player’s needs."
448,Rope,Kernmantle rope,120,7,"Rope is a strong and durable cord made of natural or synthetic fibers. It is commonly used for tying, pulling, or suspending objects, and is also often used in a variety of recreational activities such as climbing, sailing, and camping. Rope is also a versatile material that can be used for a variety of tasks, from crafting to securing items."
449,Lemonade,Country Time,5.99,12,"Our homemade lemonade is made with freshly squeezed lemons, natural cane sugar and pure spring water. Enjoy a refreshing and tangy flavor with every sip. Perfect for a hot day or a summer party!"
450,Iced Tea,Teavana,3.99,12,"Our delicious iced tea is a refreshing drink made with freshly-brewed tea, sugar, and natural flavorings. It's the perfect beverage to cool you down on a hot summer day and can be enjoyed both hot and cold. Enjoy the taste of summer all year round with this delicious and healthy beverage."
451,Jeans (Men's),Levi's,59.5,2,These men's jeans are made of high-quality denim and feature a classic five-pocket design. They are designed with a slim fit to provide a contemporary look and comfortable fit. These jeans are designed to be a timeless wardrobe staple and will look great with a variety of tops and footwear.
452,Jeans (Kid's),Gap,39.95,2,"These kid's jeans are a stylish and comfortable wardrobe staple for your little one. They feature a slim fit and a classic five-pocket design, plus a flexible waistband for all-day comfort. Crafted from a classic denim blend, these jeans are perfect for everyday wear and will keep up with your child's active lifestyle."
453,Jeans (Women's),Levi's,59.5,2,"These stylish women's jeans are made from a comfortable and durable fabric that is both stretchy and breathable, making them ideal for everyday wear. The classic five-pocket design ensures a perfect fit, while the slight fading and whiskering add a chic, vintage-inspired touch. These jeans are perfect for any casual occasion and can be easily dressed up or down."
454,Dress Pants,Dockers,48,2,"Dress Pants are tailored trousers made from premium fabrics, designed to provide a smart, professional look. They are typically cut slim through the leg, but can also be tailored to fit more loosely. Dress Pants are available in a variety of colors, styles, and materials, making them a versatile and stylish addition to any wardrobe."
455,Blouse,Hanes,10,2,"This stylish blouse is crafted from a lightweight fabric and features a classic v-neckline, long sleeves and a pleated front. The relaxed silhouette is perfect for any occasion, from work to weekend. The subtle print and neutral hue make it a versatile and timeless piece."
456,Shorts,Gap,34.95,2,"These stylish shorts are perfect for any casual occasion. They are made of lightweight, breathable fabric that is comfortable and easy to wear. The waistband is adjustable, allowing for a perfect fit, and there are two pockets for convenience. These shorts are available in a variety of colors and sizes, making them a great choice for any wardrobe."
457,Tee Shirt,Darth Vader Tee Shirt,19.99,2,"This comfortable and stylish tee shirt is perfect for any casual occasion. It features a classic fit, a crew neckline, and short sleeves. The fabric is soft and breathable, making it ideal for any season. The design is simple and timeless, making it a great wardrobe staple."
458,Raincoat,Marmot,55,2,"A raincoat is a waterproof outer garment designed to protect the body from rain. It is usually made from a waterproof fabric such as nylon or polyester and is typically designed to be lightweight and breathable. Raincoats are available in a variety of styles, colors, and lengths, making them suitable for a variety of occasions and weather conditions."
459,Pea Coat,Old Navy,89.99,2,"This classic pea coat is a timeless wardrobe staple. Made from a wool blend fabric, this coat features a double-breasted design with two side pockets and a notched lapel. This coat will keep you warm and stylish during the cold winter months. The pea coat is a timeless classic that will last for many years to come."
460,Poncho,Patagonia,149,14,"This Poncho is made from a lightweight, breathable fabric, perfect for the cooler seasons. Features a hood and a full zipper closure, with snap buttons for a secure fit. The perfect layering piece to keep you warm and stylish."
461,Umbrella,Generic,19.99,14,"This umbrella is designed to keep you dry and protected from the elements. It features a sturdy, lightweight aluminum frame and a waterproof canopy that can easily open and close with the press of a button. The ergonomic handle is designed for comfort and portability, making it ideal for any outdoor activity. This umbrella is perfect for keeping you dry and protected from the rain, snow, and sun."
462,Golf Umbrella,Golf Umbrella,19.99,10,"This golf umbrella is designed for on-course protection from the elements. It features a solid construction with a sturdy steel shaft and a large double-canopy design that provides superior wind resistance. The ergonomic handle provides a comfortable grip, and the umbrella is made from high-quality, water-resistant materials for maximum protection against the rain."
463,Golf Towel,CaddyTowel,19.99,10,"This Golf Towel is a must-have for any golfer! It is made from soft, absorbent cotton and features a convenient hook and loop closure for easy carrying. Its generous size ensures that you can keep your clubs and hands free from dirt and moisture while out on the course. Plus, it's stylish design and embroidered logo make it the perfect accessory to show off your style on the course."
464,Eye Black,Duro,5.99,10,"Eye Black is a cosmetic product used to reduce glare from the sun and stadium lights. It is commonly used by athletes in various sports such as football, baseball, soccer, and lacrosse. Eye Black is easy to apply and provides a comfortable fit. It is waterproof and sweat-resistant and is designed to give athletes an edge in their game."
465,Rangefinder,Canon,399.99,10,"The Rangefinder is a high-precision measuring device that is used to measure the distance between two points. It contains an optical system and a digital display for easy readout of the distance. It is easy to operate and is ideal for use in surveying, construction, hunting, and other outdoor activities. It is capable of measuring distances up to 1000 yards with pinpoint accuracy. The Rangefinder is a must-have tool for any outdoor enthusiast."
466,Drawing Paper,Strathmore,8.99,26,"Drawing Paper is a high-quality paper perfect for creating drawings, sketches, and artwork. It's ideal for use with pen, pencil, marker, and other drawing tools, and it's available in a variety of sizes and finishes. With its superior weight and texture, it's perfect for a range of artistic projects."
467,Canvas,Artilous,11.99,26,"Canvas is a high-quality, durable fabric used to make a variety of products, such as tents, sails, bags, and artist canvases. It is made from a tight weave of cotton, linen, or hemp fibers, and is strong and long-lasting. Canvas is a versatile, natural material that is perfect for many creative and practical projects."
468,Easel,ARTIST'S CHOICE,24.99,26,"Easel is a digital whiteboard that enables remote teams to collaborate in real time. It provides a platform for teams to brainstorm, ideate, and plan projects through an intuitive drag-and-drop interface. Easel also allows for video and audio conferencing, document and image sharing, task management, and more, helping teams stay connected and productive no matter where they are."
469,Action Figures,Marvel,19.99,4,"Action Figures are highly detailed collectible figures modeled after popular characters from movies, television shows, comic books, video games, and more. These figures are perfect for displaying or playing with and make a great addition to any fan's collection. They provide hours of imaginative playtime and are a great way to add some fun to any room."
470,Blocks,Mega Bloks,19.99,4,"Blocks is a set of interlocking building blocks designed to help children learn while they play. By combining the various pieces in different ways, kids can create their own imaginative creations. Blocks are made of durable plastic and come in a variety of colors, shapes, and sizes. With Blocks, children can express their creativity and develop their motor skills as they learn about geometry and engineering."
471,Playset (Boy's),Disney,41.88,4,"This fun playset is perfect for any young boy's bedroom or playroom. It includes a variety of fun activities including a slide, climbing wall, basketball hoop, and more. All pieces are made from durable, non-toxic materials and can be easily assembled for hours of fun. The bright colors and interactive features will keep kids entertained for hours!"
472,Playset (Girl's),Barbie,59.99,4,"This playset is perfect for any young girl to play with. It comes with a variety of accessories that bring the playtime to life, including a kitchen, a playhouse, a playground, a garden, and a pool. It's designed to stimulate creativity and imagination, and encourages pretend play. It's perfect for hours of imaginative fun and exploration."
473,Baby Doll,Tender Hearts,19.99,4,"This Baby Doll features a soft, cuddly body with a sweet face that is sure to bring a smile to your little one's face. Its arms and legs can move, making it perfect for imaginative play. The doll is made from high quality materials and is durable enough to withstand plenty of hugs and cuddles. This doll is sure to become your child's best friend!"
474,Baby Doll Stroller,Badger Basket,59.99,4,"The Baby Doll Stroller is a toy stroller designed to give children a realistic playtime experience. It features a durable metal frame and a comfortable padded handle with adjustable height, so it can grow with your child. The stroller also includes a detachable hood, shopping basket and a safety harness for added safety. Perfect for nurturing pretend play and role-playing, it's a great way for kids to keep their dolls close and enjoy hours of fun."
475,Baby Doll Carryer,Badger Basket,34.99,4,The Baby Doll Carryer is a fun and functional accessory for your little one. This colorful and lightweight carrier features adjustable straps and a spacious pocket to store all of your child's favorite baby dolls. It's perfect for taking your little one's doll on the go and providing them with hours of imaginative playtime.
476,Magnet,Magnet,4.99,7,"A Magnet is a device or material that produces a magnetic field, which is a type of force that attracts or repels other objects. Magnets have a wide range of uses, from holding objects together to powering motors and generators. Magnets come in a variety of shapes and sizes, and can be made from materials such as iron, steel, and neodymium."
477,Magnetic Letters,letters,19.99,4,"Magnetic Letters are a great learning tool for children to practice their spelling and alphabet skills. Each set of magnetic letters comes with a variety of upper and lowercase letters, as well as numbers and symbols, allowing children to create their own words and sentences. The magnets are easy to use and attach to any magnetic surface, making them perfect for school or home. Magnetic Letters also offer a fun and creative way to enhance a child's educational development."
478,Fridge Magnets,3M,5.99,20,"Fridge Magnets are a fun, decorative way to spruce up your refrigerator. They come in a variety of shapes and sizes and are perfect for displaying photos, artwork, or even to-do lists. Made of strong and durable materials, these magnets will stay securely attached to any metal surface. Use them to brighten up your kitchen and to keep your reminders and notes in view!"
479,Cello,Cello,149.99,15,"The Cello is a beautiful string instrument known for its rich and full tone. It is part of the bowed string family, and is the deepest sounding instrument in the family. It is usually played with a bow, but can also be plucked or strummed. The Cello is a versatile instrument and can be used to play a variety of music styles, from classical to pop. It is a great choice for both solo and ensemble performance."
480,Bike Helmet,Giro,150,10,"This bike helmet is designed to provide maximum protection for your head while you are riding your bike. It is constructed from lightweight yet durable materials, and is ergonomically designed to fit comfortably on your head. It also features adjustable straps and an adjustable chin strap for a secure fit. The helmet is available in a variety of colors to match your style."
481,Skateboard,Skateboard,59.99,10,"This skateboard is perfect for beginners and professionals alike. It is made from high-quality materials, providing a smooth and comfortable ride. The deck is designed for stability and durability, and the trucks and wheels provide a smooth ride. It is suitable for any terrain and is ideal for learning tricks and mastering the art of skateboarding."
482,Scooter,Razor,200,10,"The Scooter is an easy and fun way to get around. It is lightweight, collapsible, and perfect for short commutes. It features a soft rubber handlebar and smooth-rolling wheels, making it an ideal choice for both adults and kids. With its foldable design, it can easily fit into a backpack for easy storage and transport. Enjoy the freedom of the open road with the Scooter!"
483,Bike Pump,Bike Pump,19.99,10,"This Bike Pump is designed to quickly and easily inflate your bike tires. Its ergonomic design ensures comfortable pumping and its lightweight construction makes it easy to carry and store. The pump is compatible with both Presta and Schrader valves and includes a flexible hose for easy access to hard-to-reach valves. The pump is made of durable, high-quality materials and is suitable for all kinds of bike tires."
484,Spare Bike Tire,Kendra,29.99,10,"Spare Bike Tire is a high-quality replacement tire for bicycles that is designed for long-lasting performance and durability. It is made of tough, wear-resistant rubber, and features an aggressive tread pattern for excellent traction on various types of terrain. The tire is lightweight, yet strong enough to handle a variety of riding styles. It is perfect for cyclists who want to keep their bike in peak condition, and provides a reliable ride in any situation."
485,Tennis Racket,Prince,200,10,"This tennis racket is perfect for all levels of tennis players, from beginners to experienced athletes. It features a lightweight, aerodynamic frame and an oversized sweet spot, making it easier to hit powerful shots. The racket also offers great control and spin, allowing for precision and accuracy. The tennis racket is designed to help you improve your game and reach the top of your game."
486,Tennis Balls,Titleist,24.99,10,"Tennis balls are a standard piece of equipment used in the sport of tennis. They are round and typically made of rubber with a felt coating. They are designed to bounce and are used to serve, hit, and play the game. Tennis balls are designed to be durable and provide a consistent performance when used in the sport."
487,Sofa,Sofa,499,21,"The Sofa is a stylish, comfortable seating solution perfect for any living room. It is upholstered in a soft, durable fabric and features a tufted back and armrests, and plush cushions for added comfort. It is available in a variety of colors and styles to fit any home décor."
488,Chaise Lounge,Ikea,399,21,This chaise lounge is a luxurious and comfortable seating option for your home or office. It is made from high-quality materials and features a plush cushion for ultimate comfort. The lounge has a classic design with elegant curves and a graceful silhouette that will add a touch of sophistication to any room. The lounge also features a reclining backrest and adjustable armrests for added convenience. This chaise lounge is sure to be the perfect addition to any space.
489,Loveseat,Ashley Furniture,349.99,21,This stylish loveseat is the perfect addition to any living space. It features a sleek design with comfortable cushions and a durable frame for added support. The neutral colors will blend perfectly with any existing décor. The loveseat is upholstered in a soft fabric for added comfort and is sure to be a stylish focal point in any room.
490,China Cabinet,Ikea,129.99,21,"This traditional Chinese-style cabinet is crafted with solid wood and features intricately carved doors and sides. It features two drawers and two shelves for easy storage and organization. The warm, inviting tones of this cabinet will add beauty and elegance to any room. It is perfect for displaying family heirlooms, china, and other treasured items."
491,Dining Room Table,IKEA,129.99,21,This modern and stylish dining room table is designed to accommodate up to six people. It has a sleek and contemporary design with a rectangular shape and a strong metal frame for added durability. The tabletop is made from high-quality wood and comes in a walnut finish for a warm and inviting look. This dining room table will make a great addition to any home and is perfect for entertaining friends or family.
492,Dining Room Chairs,Ikea,39.99,21,"These stylish and comfortable dining room chairs will enhance the look and feel of any dining room. Crafted from sturdy materials, these chairs feature a modern design with clean lines and a smooth finish. The contoured seat offers optimal comfort while the metal legs provide stability. The perfect addition to any dining room decor."
493,Barstools,AmeriHome,84.99,21,"Our barstools offer a stylish and comfortable seating solution for any home. Crafted from solid wood and upholstered in a variety of fabrics, these barstools feature a contemporary design with a slatted back and a low profile. Perfect for any kitchen or bar area, these barstools are sure to add a touch of modern sophistication to any space."
494,Cabinet Organizer,IKEA,9.99,20,"Our Cabinet Organizer is designed to help you maximize space and keep your kitchen, bathroom, or other cabinets neat and organized. It features adjustable compartments that can be arranged to fit the items you need to store. It also has removable shelves and containers to make it easy to store and access items. The organizer is made of durable plastic that is easy to clean and maintain."
495,Shot glasses,Libbey,2.99,20,"Shot glasses are small glasses designed to hold a single measure of liquor or other beverage. They are typically used for taking shots of spirits and liquors. Most shot glasses feature a thick base to prevent them from being easily knocked over, and they are often decorated with designs or logos. Shot glasses make a great addition to any home bar or party."
496,Measuring Cup,IKEA,2.99,20,"This is a multi-purpose measuring cup that allows you to measure liquids and solids with ease. This cup is designed with easy-to-read measurements up to 8 cups and is made of durable, BPA-free plastic. The spout is designed for pouring and the handle is designed for a comfortable grip. This measuring cup is ideal for baking, cooking, and measuring any kind of liquid or solid."
497,Measuring Spoons,Good Cook,5.99,20,"Our Measuring Spoons provide an accurate and convenient way to measure ingredients for cooking and baking. The spoons are made from premium stainless steel and have measurements clearly etched on the handle for easy reading. With 4 of the most common sizes, these spoons are sure to help you get the exact measurements you need for all your recipes."
498,Globe,Igloo,31.99,21,"Globe is a stunningly designed world globe that is perfect for use in classroom settings, home offices, or as a decorative piece in any home. With its detailed yet subtle design, Globe is an eye-catching and educational piece that will be a conversation starter. The globe features a classic blue and white color scheme and is printed with accurate political and physical boundaries for a comprehensive view of the world. Globe is an ideal addition to any space and will bring a touch of sophistication and elegance."
499,Ceiling Fan,Lasko,49.99,21,This ceiling fan is a stylish and functional addition to any room. It features a modern design with three blades and a powerful motor that efficiently circulates air to keep your space cool and comfortable. The fan has adjustable speeds and the blades can be reversed for winter use. It also has a light kit for added convenience and style. This fan is ideal for both residential and commercial settings.
500,Ceiling Paint,Benjamin Moore,44.99,7,"This Ceiling Paint is a high-quality, low-odor paint designed to provide a durable finish on interior ceilings. It is formulated with a combination of advanced stain-blocking technology and superior color retention, making it ideal for painting ceilings in high-traffic areas. It is also easy to apply and clean up, and creates a smooth, even finish."
501,Ring,Tiffany & Co,1,13,"The Ring is a smart home security device that offers an innovative way to protect your home. It features motion-activated cameras, two-way audio, and a siren that can be triggered by an intruder or other emergency. It also has a built-in alarm system and can be connected to your smartphone, so you can receive notifications if something is wrong. With the Ring, you can keep an eye on your home from anywhere, anytime."
502,Braclet,Fossil,24.99,13,"This beautiful bracelet is crafted from high-quality sterling silver, featuring a delicate chain and a detailed charm that adds a touch of elegance to any outfit. It's perfect for any occasion and is sure to become a favorite accessory. The bracelet is adjustable to fit any wrist size, making it a great gift for anyone."
503,Engagement Ring,Tiffany & Co,5,13,"This beautiful engagement ring features a stunning round solitaire diamond set in a classic four-prong setting on a band crafted from white gold. The diamond sparkles and shines in this classic and timeless piece, perfect to symbolize the start of a life-long commitment."
504,Wedding Ring,De Beers,5,13,This exquisite wedding ring is crafted from the finest 14K white gold and features a stunning round-cut diamond center stone surrounded by a halo of sparkling diamonds. The ring is the perfect symbol of your eternal love and commitment. Its classic design and timeless beauty make it an elegant choice for any bride.
505,Earrings,Swarovski,75,13,"These elegant earrings are crafted with a combination of sterling silver and cubic zirconia stones. The earrings feature a classic tear-drop shape, with a single sparkling stone in the center. The delicate earrings are perfect for adding a touch of sparkle to any look."
506,Necklace,Swarovski,59,13,This Necklace features a delicate gold chain with a unique charm pendant. The pendant is embellished with a sparkling crystal for a touch of shine. Perfect for adding a touch of glamour to any outfit.
507,Pearl Necklace,JCREW,59.5,13,"This beautiful pearl necklace features a delicate strand of lustrous white freshwater pearls, each one hand-selected for its exceptional luster and quality. The necklace is secured with a sterling silver clasp and is perfect for any special occasion. Its timeless design is sure to be treasured for years to come."
508,Toe Ring,Pretty Toes,5.99,13,"This toe ring is a beautiful accessory for any outfit. Its design features a sparkling crystal in a sleek silver setting, giving it an eye-catching look. This toe ring is perfect for a night out or a special occasion. Wear it alone or pair it with a few other pieces for a more dramatic look. Its adjustable construction ensures a comfortable fit for all toe sizes."
509,Broche,Fashionista,24.99,13,"This Broche is a beautiful and elegant piece of jewelry. It is made of high quality materials and features a unique design that will add a touch of sophistication to any outfit. The Broche is adorned with a sparkling crystal that catches the light, and the intricate detailing provides an exquisite look. Perfect for a special occasion or as a timeless addition to your wardrobe, this Broche is sure to make a statement."
510,Choker,Dana Buchman,24.99,13,"This fashionable choker necklace offers an updated style to any outfit. It features a thin velvet-like fabric and a metal clasp closure for a sleek, modern look. The perfect accessory for a night out or casual day, this choker necklace adds a touch of sophistication to any ensemble."
511,Ear Cuff,Lele Sadoughi,48,13,"This Ear Cuff is a unique and stylish accessory that will add a touch of sparkle to any outfit. Crafted with a delicate silver and gold plated finish, it features a dazzling array of crystals on its front. Wear it to instantly dress up any look."
512,Eyebrow Ring,Body Candy,9.99,13,"An eyebrow ring is a type of body piercing jewelry that is typically worn in the eyebrow. It is a small hoop or stud that is made of a variety of materials such as gold, silver, titanium, or stainless steel. It is a popular choice for those looking to express their individual style."
513,Diamond Ring,Macy's,3,13,"This stunning diamond ring features a classic and timeless design. Crafted with a brilliant round diamond at its center, this ring is the perfect way to express your love and commitment. It is set in a high quality 14k white gold band and is sure to be a treasured piece for years to come."
514,Diamond Necklace,Tiffany & Co,1,13,"Add a touch of glamour to your look with this stunning diamond necklace. This sparkly necklace features a delicate and elegant design with a row of dazzling diamonds set in a high-polish sterling silver setting. Perfect for any special occasion, this necklace will add a luxurious touch to your ensemble."
515,Action Movie,20th Century Fox,19.99,16,"Action Movie is an exciting new movie featuring intense chase scenes, thrilling stunts, and explosive action sequences. Featuring a star-studded cast, the movie follows a group of heroes as they face off against a powerful villain in an all-out battle for justice. With pulse-pounding music and stunning visual effects, Action Movie will take viewers on a thrilling journey of epic proportions."
516,Comedy Movie,Warner Bros.,19.98,16,"Comedy Movie is a light-hearted and entertaining film that will bring laughter to all viewers. It features a cast of talented actors and comical situations that will keep you laughing throughout the movie. Whether you are looking for a laugh-out-loud night with friends or a family-friendly movie night, Comedy Movie is the perfect choice. With its unique humor and captivating story, it will have you laughing from start to finish."
517,Drama Movie,"A Drama Movie

Sony",24.99,16,"A drama movie is a film genre that relies on intense storylines, strong character development and intense emotions to tell its story. Many drama movies feature complex characters dealing with difficult issues such as love, death, loss, and betrayal. Drama movies often feature a range of intense, heartbreaking moments that can leave viewers moved and inspired."
518,Documentary,"""The Cove"" DVD",19.99,16,"Documentary is a video-oriented media genre that features non-fictional, journalistic recordings of events. Documentaries often focus on a particular topic or issue, examining it in great detail and providing an in-depth analysis of the subject. Documentaries may feature interviews with experts, archival footage, and narration to provide a comprehensive look at the topic."
519,Biopic,Oscar De La Renta,1,16,"Biopic is a film that tells the life story of a real person or people. It is a genre of film that is based on the life of a non-fictional or historically-based person or people. Biopics strive to present an accurate and comprehensive account of the subject's life, often depicting major events that shaped their personality and development. These films often attempt to portray their subjects in a positive light, exploring their accomplishments, and emphasizing their positive traits."
520,Biography,Random House,14.99,17,"Biography is a comprehensive reference guide to the lives and works of the world’s most influential people. It covers a wide range of topics including leaders in politics, science, business, and the arts, to provide an in-depth look into the lives of notable figures throughout history. This invaluable resource includes detailed biographical profiles, images, and timelines that bring the stories to life. Biography is an essential reference tool for anyone who wants to learn more about the people who have shaped our world."
521,Autobiography,Random House,16.99,17,"Autobiography is an insightful book that chronicles the life of an individual, from birth to the present day. It is a journey of self-discovery and exploration, as the individual reflects on their life experiences, relationships, and successes. Autobiography provides readers with a unique window into the life of the individual, and can be a source of inspiration and guidance."
522,Scifi Book,Futuristic Book,10.99,17,"This scifi book is an exciting story of space exploration, adventure, and discovery. It follows the journey of a group of brave astronauts as they travel to distant galaxies, encountering strange and wonderful new life forms and civilizations. Along the way, they experience danger, excitement, and incredible discoveries that will change their lives forever. With thrilling action and vivid descriptions, this book will leave readers enthralled and eager for more."
523,Historical Fiction,Dr. Bronner's,11.99,17,"Historical Fiction is a genre of fiction that re-imagines and re-tells real events from the past. It is often set in a specific time period and features characters who are confronting issues and challenges that existed in that era. Historical Fiction often also incorporates elements of fantasy or science fiction, allowing readers to explore and understand the past in new and creative ways."
524,Self-help,Self-Help,12.99,17,"Self-help is a term used to describe the practice of helping oneself to improve one's own mental, emotional, and physical well-being. Self-help techniques and strategies are often used to overcome issues such as stress, anxiety, and depression, as well as to promote personal growth and development. Self-help techniques and strategies can include cognitive behavioral therapy, mindfulness, positive self-talk, journaling, relaxation techniques, and goal setting."
525,Bath Salts,Dr Teal's,9.99,18,"Our Bath Salts are made with all-natural ingredients and are the perfect way to relax and rejuvenate. Our salts are infused with essential oils to provide a luxurious, aromatic experience. Our salts are perfect for treating sore muscles, stimulating circulation, and promoting a sense of calm and relaxation. Our salts are free from harsh chemicals and toxins, so you can be assured of a safe and enjoyable bath experience."
526,Lipstick,Maybelline,7.99,18,"Lipstick is a cosmetic product used to enhance the beauty of lips by giving them color, texture and definition. It is available in various shades and textures, and can be used to create a variety of looks. Lipstick can be applied to the lips directly with a brush, or smudged with a finger or lip brush. It is important to choose a lipstick that is right for your skin tone, as well as one that will be comfortable to wear. Lipstick can provide a subtle or dramatic pop of color to any look, and help to accentuate the shape of the lips."
527,Blush,Sephora,26,18,"Blush is a must-have item in any makeup routine, adding a hint of color and definition to the cheekbones and face. Our blush comes in a variety of shades, from pinks to corals, to help you achieve a natural, healthy-looking glow. Our blush is made with natural, lightweight ingredients that blend seamlessly into the skin for a natural finish."
528,Punk Music,Amazon Music,9.99,15,"Punk music is a genre of rock music that emerged in the mid-1970s. It is characterized by fast tempos, loud distorted electric guitars, political, anti-establishment lyrics and an overall rebellious attitude. Punk bands typically reject the mainstream music industry and emphasize DIY ethics and independent record labels. Punk music has been a major influence on genres such as alternative rock, indie rock and hardcore."
529,Rock Music,Amazon Music,19.99,15,"Rock music is a genre of popular music that originated in the 1950s. It is characterized by its strong rhythms, electric guitars, and powerful lyrics. Rock music has evolved over the years, with many different subgenres, including classic rock, hard rock, punk rock, and alternative rock. It is one of the most popular forms of music in the world and has been influential in other genres such as hip-hop and electronic music."
530,Country Music,Amazon Music,25,15,"Country Music is a style of Americana music that originated in the Southern United States. It is a blend of folk, blues, gospel and traditional music that is known for its storytelling and heartfelt lyrics. It has become one of the most popular genres in the United States, and has spawned subgenres such as bluegrass and honky-tonk. Country Music is an essential part of American culture, and is enjoyed by people of all ages and backgrounds."
531,Pop Music,Amazon Music,0.99,15,"Pop Music is a fun, upbeat genre of music that is enjoyed by people of all ages. It includes a variety of styles, from rock, hip-hop, and country, to pop and electronic. Pop music is typically characterized by catchy melodies, simple lyrics, and easy-to-follow beats that make it easy to dance and sing along. It is a great way to have fun and bring people together."
532,Blues Music,Amazon Music,15,15,"Blues music is an American musical genre that originated in African-American communities in the Deep South of the United States around the end of the 19th century. It has roots in traditional African-American music and spirituals, and is typified by a call-and-response pattern, an emphasis on improvisation, and a strong emphasis on rhythm and blues. Blues music typically has a melancholy and soulful sound, and is often characterized by the use of melodic minor scales and a 12-bar structure. It has been a major influence on the development of other genres of music, including jazz, rock and roll, and hip hop."
533,Jazz Music,Amazon Music,9.99,15,"Jazz is a genre of music that originated in the late 19th and early 20th centuries, typically characterized by syncopated rhythms, polyphonic ensemble playing, varying degrees of improvisation, and often a strong groove. It was born from African-American musical styles such as ragtime, blues, and marching band music, and is known for its complex harmonic structure, improvisatory techniques, and use of syncopated rhythms. Jazz is often seen as the perfect combination of composition and improvisation, and is known for its rich, vibrant sound."
